code,title,credit,description
PA-545,Intro to Clinical Practice,2,"This course will provide early exposures to the healthcare system, patients and professional communication. The primary tenet of this course is to prepare students for future transition into clinical thinking and clinical exposures. In addition, this course will introduce students to medical documentation and history taking skills."
PA-610,Medical Literature and Ebm,3,"This course is designed to expose students to some of the most common study designs found in the medical literature (Review/meta-analysis, correlational, case series, cross-sectional, case-control, cohort, experimental, qualitative) and the associated statistical analysis within the clinical environment. A focus is to prepare students to develop and apply the principles of research design within populations to enable an independent critical appraisal of the medical literature. The second part of the class focuses on Evidence-Based Medicine and its application in clinical practice and with patients. Research skills developed in this course emphasize a systematic and scientific approach to problem solving."
PA-621,Behavioral Health,3,"This course examines the various social and behavioral sciences domains. A focus is on diagnosis, treatment and prevention of psychiatric/behavioral conditions using the DSM-V as a guide. Additionally, normal and abnormal development across the life span is covered. This includes detection and treatment of substance abuse, human sexuality, issues in death, dying and loss; response to illness, injury and stress; principles of violence identification and prevention."
PA-622,Clinical Medicine I,4,"This course is the first of a three-part series covering clinical medical care across the life span from prenatal through elderly to include preventive, emergent, acute, chronic, rehabilitative, palliative and end-of-life care. The course focuses on the general findings, disease etiology, clinical findings (signs and symptoms, tests, etc.), differential diagnosis and non-pharmacologic management of specific disease states."
PA-623,Therapeutics I,4,"This course is the first of a two part series covering therapeutic interventions on the clinical disease topics covered in the Clinical Medicine Course Series.  This course is specifically paired with the disease topics covered in PA 622 (Clinical Medicine 1).  These interventions will cover therapeutic care across the life span from prenatal through elderly to include preventive, emergent, acute, chronic, rehabilitative, palliative and end-of-life care.  Focus will be on drug class, indication, contraindications, dosing, adverse reactions, drug interactions, safety/monitoring, pharmacology, cost, compliance, and alternatives."
PA-624,Clinical Medicine II,5,"This course is the second of a three-part series covering clinical medical care across the life span from prenatal through elderly to include preventive, emergent, acute, chronic, rehabilitative, palliative and end-of-life care. The course focuses on the general findings, disease etiology, clinical findings (signs and symptoms, tests, etc.), differential diagnosis and non-pharmacologic management of specific disease states. These course topics will be paired with PA 623 (Therapeutics 1), for pharmacologic interventions."
PA-625,Therapeutics II,3,"This course is the second of a two part series covering therapeutic interventions on the clinical disease topics covered in the Clinical Medicine Course Series.  This course is specifically paired with the disease topics covered in PA 624 (Clinical Medicine 2).  These interventions will cover therapeutic care across the life span from prenatal through elderly to include preventive, emergent, acute, chronic, rehabilitative, palliative and end-of-life care.  Focus will be on drug class, indication, contraindications, dosing, adverse reactions, drug interactions, safety/monitoring, pharmacology, cost, compliance, and alternatives."
PA-626,Clinical Medicine 3,5,"This course is the third of a three-part series covering clinical medical care across the life span from prenatal through elderly to include preventive, emergent, acute, chronic, rehabilitative, palliative and end-of-life care. The course focuses on the general findings, disease etiology, clinical findings (signs and symptoms, tests, etc.), differential diagnosis and non-pharmacologic management of specific disease states. These course topics will be paired with PA 625 (Therapeutics 2), for pharmacologic interventions."
PA-632,History and Physical Exam I,3,"This course is the first of a two part series teaching physician assistant students how to perform an accurate and thorough history and physical exam to be able to make diagnostic and therapeutic decisions.  Students will learn medical documentation for a full H&P and incorporate this knowledge to develop diagnosis, differential diagnosis and treatment plans.  Interpersonal communication skills and professionalism will be emphasized in the instruction of all patient encounters.   Students will also learn about patient instruction, education and treatment plans."
PA-633,History and Physical Exam II,3,"This course is the second of a two part series teaching physician assistant students how to perform an accurate and thorough history and physical exam to be able to make diagnostic and therapeutic decisions.  This course focused on focused and specialty exams.  Students will learn medical documentation for a full H&P and incorporate this knowledge to develop diagnosis, differential diagnosis and treatment plans.  Interpersonal communication skills and professionalism will be emphasized in the instruction of all patient encounters.   Students will also learn about patient instruction, education and treatment plans"
PA-634,Clinical Skills,5,This course is designed to provide instruction and practice in a wide range of medical and surgical procedures.  A focus is placed on primary care outpatient procedures with demonstration of proficiency.  Students will also be introduced to other procedures that could be expected of by PAs in specialty settings.  Students will also be exposed to curriculums of basic life support and Advanced Cardiac Life Support Courses.
PA-645,Inter Comm & Case-Based Learn,2,"This course is designed to provide students with a course to integrate material ""horizontally"" from previous courses. Students will work on communication skills by developing a clinical case and presenting the case to their fellow classmates. Students will obtain history and physical exam information and develop a differential diagnosis through a treatment plan. Students will also learn how to write patient orders, document discharge summaries and assign ICD-10 and CPT codes to their clinical scenarios. Faculty functions as a guide through the process to develop both integration of clinical knowledge, but also interpersonal communications skills."
PA-700,Formative Experience,3,"This course is designed to assess the students preparedness to enter the clinical (PA3) year, and identify any areas for improvement prior to taking the National Board Exam.  Students will formative assess their entry level competency in primary care medicine knowledge, primary medicine clinical skills, and professionalism to pass this course.  This course is a ""pre-test"" assessment for the accreditation requirement for program endorsement of students, and must be passed to be eligible to sit for the PANCE exam. It also determines the content material for the Core Review course series."
PA-701,Supervised Clinical Practice 1,4,"This course series is designed to provide students with an exposure and experiences in a specific clinical setting. The goal is for students to gain exposure to the approach to patients in a wide variety of clinical settings. The clinical year supervised clinical practice encounters (SCPE) are designed to expose professional phase PA students to a variety of patients across the lifespan (infant, children, adolescent, adult, elderly) in a variety of levels of care (emergent, acute, chronic, preventive).  There are nine required SCPEs that are a part of this course series (family medicine, internal medicine, pediatrics, women's health, community mental health, emergency medicine, general surgery and an elective).  With the guidance of the clinical preceptor, students will perform history and physical exams, obtain diagnostic testing and develop differential diagnosis/treatment plans. Students will learn to communicate effectively with medical providers, preceptor, patients and family members. Student may perform procedures at the discretion of the preceptor."
PA-702,Supervised Clinical Practice 2,4,"This course series is designed to provide students with an exposure and experiences in a specific clinical setting. The goal is for students to gain exposure to the approach to patients in a wide variety of clinical settings. The clinical year supervised clinical practice encounters (SCPE) are designed to expose professional phase PA students to a variety of patients across the lifespan (infant, children, adolescent, adult, elderly) in a variety of levels of care (emergent, acute, chronic, preventive).  There are nine required SCPEs that are a part of this course series (family medicine, internal medicine, pediatrics, women's health, community mental health, emergency medicine, general surgery and an elective).  With the guidance of the clinical preceptor, students will perform history and physical exams, obtain diagnostic testing and develop differential diagnosis/treatment plans. Students will learn to communicate effectively with medical providers, preceptor, patients and family members. Student may perform procedures at the discretion of the preceptor."
PA-703,Supervised Clinical Practice 3,4,"This course series is designed to provide students with an exposure and experiences in a specific clinical setting. The goal is for students to gain exposure to the approach to patients in a wide variety of clinical settings. The clinical year supervised clinical practice encounters (SCPE) are designed to expose professional phase PA students to a variety of patients across the lifespan (infant, children, adolescent, adult, elderly) in a variety of levels of care (emergent, acute, chronic, preventive).  There are nine required SCPEs that are a part of this course series (family medicine, internal medicine, pediatrics, women's health, community mental health, emergency medicine, general surgery and an elective).  With the guidance of the clinical preceptor, students will perform history and physical exams, obtain diagnostic testing and develop differential diagnosis/treatment plans. Students will learn to communicate effectively with medical providers, preceptor, patients and family members. Student may perform procedures at the discretion of the preceptor."
PA-704,Supervised Clinical Practice 4,4,"This course series is designed to provide students with an exposure and experiences in a specific clinical setting. The goal is for students to gain exposure to the approach to patients in a wide variety of clinical settings. The clinical year supervised clinical practice encounters (SCPE) are designed to expose professional phase PA students to a variety of patients across the lifespan (infant, children, adolescent, adult, elderly) in a variety of levels of care (emergent, acute, chronic, preventive).  There are nine required SCPEs that are a part of this course series (family medicine, internal medicine, pediatrics, women's health, community mental health, emergency medicine, general surgery and an elective).  With the guidance of the clinical preceptor, students will perform history and physical exams, obtain diagnostic testing and develop differential diagnosis/treatment plans. Students will learn to communicate effectively with medical providers, preceptor, patients and family members. Student may perform procedures at the discretion of the preceptor."
PA-705,Supervised Clinical Practice 5,4,"This course series is designed to provide students with an exposure and experiences in a specific clinical setting. The goal is for students to gain exposure to the approach to patients in a wide variety of clinical settings. The clinical year supervised clinical practice encounters (SCPE) are designed to expose professional phase PA students to a variety of patients across the lifespan (infant, children, adolescent, adult, elderly) in a variety of levels of care (emergent, acute, chronic, preventive).  There are nine required SCPEs that are a part of this course series (family medicine, internal medicine, pediatrics, women's health, community mental health, emergency medicine, general surgery and an elective).  With the guidance of the clinical preceptor, students will perform history and physical exams, obtain diagnostic testing and develop differential diagnosis/treatment plans. Students will learn to communicate effectively with medical providers, preceptor, patients and family members. Student may perform procedures at the discretion of the preceptor."
PA-706,Supervised Clinical Practice 6,4,"This course series is designed to provide students with an exposure and experiences in a specific clinical setting. The goal is for students to gain exposure to the approach to patients in a wide variety of clinical settings. The clinical year supervised clinical practice encounters (SCPE) are designed to expose professional phase PA students to a variety of patients across the lifespan (infant, children, adolescent, adult, elderly) in a variety of levels of care (emergent, acute, chronic, preventive).  There are nine required SCPEs that are a part of this course series (family medicine, internal medicine, pediatrics, women's health, community mental health, emergency medicine, general surgery and an elective).  With the guidance of the clinical preceptor, students will perform history and physical exams, obtain diagnostic testing and develop differential diagnosis/treatment plans. Students will learn to communicate effectively with medical providers, preceptor, patients and family members. Student may perform procedures at the discretion of the preceptor."
PA-707,Supervised Clinical Practice 7,4,"This course series is designed to provide students with an exposure and experiences in a specific clinical setting. The goal is for students to gain exposure to the approach to patients in a wide variety of clinical settings. The clinical year supervised clinical practice encounters (SCPE) are designed to expose professional phase PA students to a variety of patients across the lifespan (infant, children, adolescent, adult, elderly) in a variety of levels of care (emergent, acute, chronic, preventive).  There are nine required SCPEs that are a part of this course series (family medicine, internal medicine, pediatrics, women's health, community mental health, emergency medicine, general surgery and an elective).  With the guidance of the clinical preceptor, students will perform history and physical exams, obtain diagnostic testing and develop differential diagnosis/treatment plans. Students will learn to communicate effectively with medical providers, preceptor, patients and family members. Student may perform procedures at the discretion of the preceptor."
PA-708,Supervised Clinical Practice 8,4,"This course series is designed to provide students with an exposure and experiences in a specific clinical setting. The goal is for students to gain exposure to the approach to patients in a wide variety of clinical settings. The clinical year supervised clinical practice encounters (SCPE) are designed to expose professional phase PA students to a variety of patients across the lifespan (infant, children, adolescent, adult, elderly) in a variety of levels of care (emergent, acute, chronic, preventive).  There are nine required SCPEs that are a part of this course series (family medicine, internal medicine, pediatrics, women's health, community mental health, emergency medicine, general surgery and an elective).  With the guidance of the clinical preceptor, students will perform history and physical exams, obtain diagnostic testing and develop differential diagnosis/treatment plans. Students will learn to communicate effectively with medical providers, preceptor, patients and family members. Student may perform procedures at the discretion of the preceptor."
PA-709,Supervised Clinical Practice 9,4,"This course series is designed to provide students with an exposure and experiences in a specific clinical setting. The goal is for students to gain exposure to the approach to patients in a wide variety of clinical settings. The clinical year supervised clinical practice encounters (SCPE) are designed to expose professional phase PA students to a variety of patients across the lifespan (infant, children, adolescent, adult, elderly) in a variety of levels of care (emergent, acute, chronic, preventive).  There are nine required SCPEs that are a part of this course series (family medicine, internal medicine, pediatrics, women's health, community mental health, emergency medicine, general surgery and an elective).  With the guidance of the clinical preceptor, students will perform history and physical exams, obtain diagnostic testing and develop differential diagnosis/treatment plans. Students will learn to communicate effectively with medical providers, preceptor, patients and family members. Student may perform procedures at the discretion of the preceptor."
PA-710,Supervised Clinical Practice E,2,"This course series is designed to provide students with exposure and experiences in a specific clinical setting. The goal is for students to gain exposure to the approach to patients in a wide variety of clinical settings. The clinical year supervised clinical practice encounters (SCPE) are designed to expose professional phase PA students to a variety of patients across the lifespan (infant, children, adolescent, adult, elderly) in a variety of levels of care (emergent, acute, chronic, preventive).  There are nine required SCPEs that are a part of this course series (family medicine, internal medicine, pediatrics, women's health, community mental health, emergency medicine, general surgery and an elective).  With the guidance of the clinical preceptor, students will perform history and physical exams, obtain diagnostic testing and develop differential diagnosis/treatment plans.  Students will learn to communicate effectively with medical providers, preceptor, patients and family members.  Student may perform procedures at the discretion of the preceptor."
PA-711,Global Healthcare Experience,2,This course is designed to provide students with a study abroad experience that offers exposure and experience to the global health field. This course will focus on comparison of health care systems in Great Britain and the United States. Both historical and modern health sites will be visited.
PA-750,Family Medicine,4,"This course is designed to provide students with an exposure and experiences in a primary care outpatient setting.  The goal is for students to gain exposure to the approach to patients in this specialty and identify the fundamental principles of family medicine/primary care as they relate to the clinical care of patients.  Students will be exposed to medical care across the life-span.  With the guidance of the clinical preceptor, students will perform history and physical exams, obtain diagnostic testing and develop differential diagnosis/treatment plans.  Students will learn to communicate effectively with medical providers, preceptor, patients and family members.  Student may perform procedures at the discretion of the preceptor."
PA-751,Internal Medicine,4,"This course is designed to provide students with an exposure and experiences in an internal medicine setting.  The goal is for students to gain exposure to the approach to patients in this specialty and identify the fundamental principles of internal medicine/primary care as they relate to the clinical care of patients.  Students will be exposed to medical care across the life-span.  With the guidance of the clinical preceptor, students will perform history and physical exams, obtain diagnostic testing and develop differential diagnosis/treatment plans.  Students will learn to communicate effectively with medical providers, preceptor, patients and family members.  Student may perform procedures at the discretion of the preceptor."
PA-752,Mental Health,4,"This course is designed to provide students with an exposure and experiences in the field of Mental Health.  The goal is for students to gain exposure to the approach to patients in this specialty and identify the fundamental principles of Mental Health as they relate to the clinical care of patients.  Students will be exposed to medical care across the life-span.  With the guidance of the clinical preceptor, students will perform history and physical exams, obtain diagnostic testing and develop differential diagnosis/treatment plans.  Students will learn to communicate effectively with medical providers, preceptor, patients and family members.  Student may perform procedures at the discretion of the preceptor."
PA-753,Pediatric Medicine,2,"This course is designed to provide students with an exposure and experiences in a pediatric medicine setting.  The goal is for students to gain exposure to the approach to patients in this specialty and identify the fundamental principles of pediatric medicine as they relate to the clinical care of patients.  With the guidance of the clinical preceptor, students will perform history and physical exams, obtain diagnostic testing and develop differential diagnosis/treatment plans.  Students will learn to communicate effectively with medical providers, preceptor, patients and family members.  Student may perform procedures at the discretion of the preceptor."
PA-760,Surgery I,2,"This course is designed to provide students with an exposure and experiences in a surgery setting.  The goal is for students to gain exposure to the approach to patients in this specialty and identify the fundamental principles of general surgery as they relate to the clinical care of patients.  Students will be exposed to medical care across the life-span.  With the guidance of the clinical preceptor, students will perform history and physical exams, obtain diagnostic testing and develop differential diagnosis/treatment plans.  Students will learn to communicate effectively with medical providers, preceptor, patients and family members.  Student may perform procedures at the discretion of the preceptor."
PA-761,Emergency Medicine,4,"This course is designed to provide students with an exposure and experiences in an emergency medicine setting.  The goal is for students to gain exposure to the approach to patients in this specialty and identify the fundamental principles of emergency medicine as they relate to the clinical care of patients.  Students will be exposed to emergency medical care across the life-span.  With the guidance of the clinical preceptor, students will perform history and physical exams, obtain diagnostic testing and develop differential diagnosis/treatment plans.  Students will learn to communicate effectively with medical providers, preceptor, patients and family members.  Student may perform procedures at the discretion of the preceptor."
PA-762,Orthopedics,4,"This course is designed to provide students with an exposure and experiences in the field of orthopedics.  The goal is for students to gain exposure to the approach to patients in this specialty and identify the fundamental principles of orthopedics as they relate to the clinical care of patients.  Students will be exposed to orthopedic care across the life-span.  With the guidance of the clinical preceptor, students will perform history and physical exams, obtain diagnostic testing and develop differential diagnosis/treatment plans.  Students will learn to communicate effectively with medical providers, preceptor, patients and family members.  Student may perform procedures at the discretion of the preceptor."
PA-763,Cardiology,2,"This course is designed to provide students with an exposure and experiences in the field of Cardiology.  The goal is for students to gain exposure to the approach to patients in this specialty and identify the fundamental principles of Cardiology as they relate to the clinical care of patients.  Students will be exposed to cardiology medical care across the life-span.  With the guidance of the clinical preceptor, students will perform history and physical exams, obtain diagnostic testing and develop differential diagnosis/treatment plans.  Students will learn to communicate effectively with medical providers, preceptor, patients and family members.  Student may perform procedures at the discretion of the preceptor."
PA-765,Elective Clinical Experience,2,"This course is designed to provide students with an exposure and experiences in the medical field of their choice.  The goal is for students to gain exposure to the approach to patients in a specialty that is not required and identify the fundamental principles of this specialty as they relate to the clinical care of patients.  With the guidance of the clinical preceptor, students will perform history and physical exams, obtain diagnostic testing and develop differential diagnosis/treatment plans.  Students will learn to communicate effectively with medical providers, preceptor, patients and family members.  Student may perform procedures at the discretion of the preceptor."
PA-766,Specialty Elective Clin Exp I,2,"This course is an elective course for those students wanting additional exposure to specialty medicine of their choice.  Students will choose either PA 755 or PA 766, PA 767.  The goal is for students to gain exposure to the approach to patients in a specialty that is not required and identify the fundamental principles of this specialty as they relate to the clinical care of patients.  With the guidance of the clinical preceptor, students will perform history and physical exams, obtain diagnostic testing and develop differential diagnosis/treatment plans.  Students will learn to communicate effectively with medical providers, preceptor, patients and family members.  Student may perform procedures at the discretion of the preceptor."
PA-767,Specialty Elective Clin Exp II,2,"This course is an elective course for those students wanting additional exposure to specialty medicine of their choice.  Students will choose either PA 755 or PA 766, PA 767.  The goal is for students to gain exposure to the approach to patients in a specialty that is not required and identify the fundamental principles of this specialty as they relate to the clinical care of patients.  With the guidance of the clinical preceptor, students will perform history and physical exams, obtain diagnostic testing and develop differential diagnosis/treatment plans.  Students will learn to communicate effectively with medical providers, preceptor, patients and family members.  Student may perform procedures at the discretion of the preceptor."
PA-768,Surgery II,2,"This course is designed to provide students with an exposure and experiences in a surgery setting.  The goal is for students to gain exposure to the approach to patients in this specialty and identify the fundamental principles of surgery as they relate to the clinical care of patients. Students will be exposed to medical care across the life-span. With the guidance of the clinical preceptor, students will perform history and physical exams, obtain diagnostic testing and develop differential diagnosis/treatment plans.  Students will learn to communicate effectively with medical providers, preceptor, patients and family members. Student may perform procedures at the discretion of the preceptor."
PA-770,Core Review I,2,"This course is a three part course series designed to provide students with broad based clinical knowledge that may not be found within the supervised clinical practice encounters (SCPEs), but is needed for successful clinical practice.  It also serves to review material previously taught within the curriculum that is required for physician assistant practice.  Finally, this course series serves to evaluate students on the PA Program competencies and prepare students for the Physician Assistant National Certifying Exam (PANCE)."
PA-771,Core Review II,2,"This course is a three part course series designed to provide students with broad based clinical knowledge that may not be found within the supervised clinical practice encounters (SCPEs), but is needed for successful clinical practice.  It also serves to review material previously taught within the curriculum that is required for physician assistant practice.  Finally, this course series serves to evaluate students on the PA Program competencies and prepare students for the Physician Assistant National Certifying Exam (PANCE)."
PA-772,Core Review III,2,"This course is a three part course series designed to provide students with broad based clinical knowledge that may not be found within the supervised clinical practice encounters (SCPEs), but is needed for successful clinical practice.  It also serves to review material previously taught within the curriculum that is required for physician assistant practice.  Finally, this course series serves to evaluate students on the PA Program competencies and prepare students for the Physician Assistant National Certifying Exam (PANCE)."
PA-773,Interprofessional Educ Exp,2,This course is designed to provide students with an exposure and experiences in a profession other than their own to gain exposures to another member of the medical team.  The goal is for students to experience the approach to patients from a different health team perspective and how care received from this health care team member complements the traditional care a PA would provide. 
PA-774,Summative Experience,2,"This course is designed to assess the student's integration of the PA Program's curriculum, competencies and preparedness to sit for the National Boards and enter clinical practice.  Students must show a minimum entry level competency in primary care medicine knowledge, primary medicine clinical skills, and professionalism to pass this course.  This course is an accreditation requirement for program endorsement of students, and must be passed to be eligible to sit for the PANCE exam. "
PH-190,Intro to Public Health,3,"Introduces students to the concepts, principles, and outcomes of public health. Students will explore theories of health, illness behavior, and health education considering community health data sources, classical health intervention approaches, and the planning and evaluation of community health interventions. Course provides basic knowledge and skills needed for conducting community needs assessment with diverse populations.  Additional topics such as infectious diseases, environmental health, chronic diseases, maternal and child health and women's health are also covered."
PH-195,Global Health Issues,3,"Provides an overview of important health problems of the world's populations, including improving health globally, reducing health disparities and examining key areas of disease burden. Particular attention will be paid to health status of women, children and the poor."
PH-340,Public Health Nutrition,3,"This course focuses on food and nutrition problems in the setting of the general community. The course is designed to provide students with an understanding of theoretical and practical issues underpinning population-level assessment in nutrition and an appreciation of nutrition within the broader context of public health. Specific topics include the derivation and application of nutrient requirement estimates and nutrition recommendations, the measurement of food intake and food insecurity, current issues and controversies in food policy, and the development of individual vs. population-based intervention strategies. Prerequisite: Public Health 190."
PH-360,Community Health & Social Just,3,Provides an overview of the major health issues influencing quality of human life. Topics include individual and social planning for optimal health. Prerequisite: PH-190 or permission of instructor.
PH-400,Food Science,3,"Knowledge of basic groups of foods in the food supply and their nutrient profiles, their harvesting, processing and storage procedures and policies. This course will provide students a broad overview of certain aspects of the food supply both locally and worldwide and will examine issues affecting food safety including some of the mechanisms by which food-borne pathogens that cause disease in humans, as well as the human consequences of infection by major food-borne pathogens. Prerequisites: Public Health 190."
PH-401,Epidemiology,3,"Introduces students to epidemiology and epidemiological methods. Students will explore study designs and measures of effect used to study disease in human populations, as well as concepts of causal inference and threats to study validity. This course will prepare students to critically evaluate public health and medical literature based on the major criteria used to assess causality."
PH-409,Environmental Health,3,"Environmental health is concerned with the biological chemical, and physical influences on human health.  The course will examine topics such as environmental health determinants, general mechanisms of toxicity, genetic, physiologic, and psychosocial factors related to environmental health, environmental risk assessment methods, federal and state regulatory guidelines and programs, environmental justice, risk communication, and prevention and management of environmental hazards. Fall."
PH-415,Health Behavior,3,"Health Behavior Change is an overview of the health behaviors contributing most dramatically to increased morbidity and mortality in the United States. The course emphasizes public health interventions, theoretical models and strategies to promote healthy behaviors and discourage unhealthy behaviors. The course examines consequences, patterns, risk factors, and change/interventions for each behavior or problem. Behaviors are examined from multiple perspectives (e.g., individual, social, environmental) and with a systems perspective in mind, illuminating the interconnecting influences on behaviors. Health behaviors and behavior change interventions are presented in the context of current research and theory. The course also examines the role of health disparities, public health policy, current debate, health behavior theory and emerging research. Fall."
PH-425,Biostatistics,3,"This course will cover biostatistical methods and applications related to public health.  Topics will include descriptive statistics, probability theory, and a wide variety of inferential statistical techniques that can be used to make practical conclusions about empirical data.  Learned statistical knowledge will be applied to understanding and designing research studies.  "
PH-467,Statistics Appraisal/Evalution,3,"Focuses on the analysis of data common to health care. Includes data description, elements of probability, distribution of random variables, estimation and confidence intervals, binomial and normal distributions, hypothesis testing, contingency tables, regression analysis,  and ANOVA."
PH-480,Programs/Probs/Policies in Ph,3,"This course examines the myriad of programs and policies in public health via a developmental approach to learning about health problems. The course will cover a variety of topics, including state programs and policies, maternal and infant health, program planning, research, monitoring, and advocacy. "
PH-488,Internship,1 to 12,"Offers the public health major practical experience in a specialized career area. Fosters development of skills, competencies, and organizational and administrative techniques needed for successful entry into the public health workforce or entry into a professional graduate program, while working under direct supervision of selected professionals."
PH-490,Integrative Experience,3,Examines decision making in health services administration by extensive use of case studies. Integrates material from other HSA courses into the study of decisions facing all types of health care organizations.
PH-499,Special Topics Public Health,1 to 3,"Study of topics of special interest not covered in regular course offerings. Topics announced. Course may be repeated, but the topic must be different. Prerequisite: Permission of instructor."
PH-501,Epidemiology,3,"This course covers applications of epidemiologic methods and procedures and the study of the distribution and determinants of health and diseases, morbidity, injuries, and mortality in populations.  Epidemiologic methods for the control of conditions such as infectious and chronic diseases, mental disorders, community and environmental health hazards, and unintentional injuries are discussed.  Other topics include quantitative aspects of epidemiology, for example, data sources, measures or morbidity and mortality, evaluation of association and causality, and study design. Spring."
PH-509,Environmental Health,3,"Environmental health is concerned with the biological chemical, and physical influences on human health.  The course will examine topics such as environmental health determinants, general mechanisms of toxicity, genetic, physiologic, and psychosocial factors related to environmental health, environmental risk assessment methods, federal and state regulatory guidelines and programs, environmental justice, risk communication, and prevention and management of environmental hazards. Fall."
PH-515,Health Behavior,3,"Health Behavior is an overview of the health behaviors contributing most dramatically to increased morbidity and mortality in the United States.  The course emphasizes public health interventions, theoretical models, and strategies to promote health behaviors and discourage unhealthy behaviors.  The course examines consequences, patterns, risk factors, and change/interventions for each behavior or problem.  Behaviors are examined from multiple perspectives (e.g. individual, social, environmental) and with a systems perspective in mind, illuminating the interconnecting influences on behaviors.  Health behavior and behavior change interventions are presented in the context of current research and theory.  The course also examines the role of health disparities, public health policy, current debate, health behavior theory, and emerging research. Fall."
PH-525,Biostatistics,3,"This course will cover biostatistical methods and applications related to public health.  Topics will include descriptive statistics, probability theory, and a wide variety of inferential statistical techniques that can be used to make practical conclusions about empirical data.  Learned statistical knowledge will be applied to understanding and designing research studies. Fall and Spring."
PH-530,Health Economics,3,"The course is designed to introduce students to the field of Health Economics.  The provision and production of health care have different characteristics and incentives from other consumer goods making health related markets a unique topic for study.  Topics that will be examined include economic concepts, why health is different from other goods, aspects of the U.S. health care market, health care in other countries, health care reform, and economic evaluation techniques. Fall."
PH-535,Public Health Law & Ethics,3,"The course is focused on the use of law and policy tools to promote access to healthy living conditions as an important determinant of population health and community well-being.  Priorities and opportunities will be identified for public health law and policy interventions that seek to characterize, prevent, and ameliorate risks to population health.  Legal powers and duties of the state will be discussed.  We will also discuss individual rights as limitations on the power of the state to act in furtherance of the common good.  Through case studies and simulations on topics such as sexually transmitted infections, tobacco control, obesity, exposure to environmental hazards, and public health emergencies, students will engage in an experiential and problem-based study of law as a tool for promotion of population health, well-being, and equity. Fall."
PH-540,Strategic Mngt in Health Prog,3,"The course is designed to provide students with the tools they need to take their place as leaders of public health or healthcare organizations.  The course introduces concepts of governance, strategic thinking, systems thinking, and implementation science.  Students will learn the principle tenets of governance, strategy, and financial leadership. Spring."
PH-542,Health Systems & Policy,3,"The aim of this course is to provide students with an overview of the U.S. health care system, its components, and the policy challenges created by its organization.  The course will focus on the major health policy institutions and important issues that cut across institutions, including private insurers and the federal/state financing programs.  Attention will also be given to disparities in access to care, the role of pharmaceuticals in health care and the pricing and regulation of the pharmaceutical industry, the quality of acre, the challenges of long-term care, and the aging of the population, and the drivers of cost growth. Spring."
PH-543,Population-Based Health,3,"This course presents selected information, concepts, and methods from the field of public health.  Topics concerning the history, organization, financing, and services of the public health system are discussed.  All topics are presented from a population-based perspective. Summer."
PH-547,Survey Research Methods,3,"The course provides an introduction to population surveys typical in descriptive and analytic epidemiologic research.  The course has a strong emphasis on telephone questionnaire methods, but also includes other data collection modes and their relative advantages and disadvantages.  Survey sampling, survey planning and data collection, computer interviewing and data management techniques for research surveys are emphasized.  The course includes generalized methods and didactic materials as well as case studies. Spring."
PH-580,"Programs, Problems, & Policies",3,"This course examines the myriad of programs and policies in public health via a developmental approach to learning about health problems.  The course will cover a variety of topics, including state programs and policies, maternal and infant health, program planning, research, monitoring, and advocacy. Spring."
PH-590,Integrative Experience,3,"This class serves as the capstone course for public health students.  It provides an opportunity for students to work on public health practice projects that are of particular interest to them.  The goal is for students to synthesize, integrate, and apply the skills and competencies they have acquired to a public health problem that approximates a professional practice experience. Spring."
PH-598,Public Health Internship,3,"A comprehensive and integrated application of the curriculum required by the MPH program which allows students to demonstrate professional competency in public health within a practice setting. The internship is an integral part of the MPH curriculum. It is intended to broaden the student's public health perspectives and provide experience in applying the theory and content learned in didactic courses in public health practice. It is therefore expected that through the internship experience the student will have the opportunity to interact with public health professionals and participate in activities that constitute public health. It is further expected that the student will be exposed to various paradigms and ways to solve public health problems, with experiences that reinforce communication principles, use of relevant information technology, sensitivity to diversity and cultural issues, and enhance a student's leadership, program planning, and systems thinking skills. Fall, Spring and Summer."
PH-599,Special Topics Public Health,1 to 3,"Provides students the opportunity to study topics of special interest not covered in regular course offerings. The course will be structured as an independent study. This allows the student to explore a topic of interest under the close supervision of a faculty member who has agreed to direct the students work. The course may include directed readings, applied work, or assisting the faculty member with a research project. Course may be repeated."
PHIL-111,Intro to Western Philosophy,3,"Develops and enhances critical thinking skills through the analysis and discussion of perennial philosophical problems. Emphasis on developing critical reading and discussion skills, writing expository and evaluative analysis of extended argument prose, and constructing argumentative essays. Prerequisite: Freshman or sophomore standing (closed to junior and senior students)."
